id,name,start_date,end_date,location,description,created_at,created_by
b43b19cd-aa4e-4c25-aaef-e390f3cfe617,KILINDI CAMP 1,2025-07-03,2025-07-05,KILINDI,None,2025-07-03 07:30:38.703048,11460557-c6b6-4c43-b922-109899f4d877
